C'	PRO:DEM	ce
est	VER:pres	être
l'	DET:ART	le
histoire	NOM	histoire
d'	PRP	de
un	DET:ART	un
garçon	NOM	garçon
qui	PRO:REL	qui
faisait	VER:impf	faire
une	DET:ART	un
rédaction	NOM	rédaction
tous	PRO:IND	tout
les	DET:ART	le
lundis	NOM	lundi
mais	KON	mais
le	DET:ART	le
dimanche	NOM	dimanche
il	PRO:PER	il
ne	ADV	ne
faisait	VER:impf	faire
rien	ADV	rien
donc	ADV	donc
il	PRO:PER	il
avait	VER:impf	avoir
0	NUM	@card@
/	PUN	/
0	NUM	@card@
<segmentation/>
un	DET:ART	un
jour	NOM	jour
sa	DET:POS	son
maman	NOM	maman
se	PRO:PER	se
coupa	VER:simp	couper
le	DET:ART	le
doigt	NOM	doigt
et	KON	et
le	DET:ART	le
garçon	NOM	garçon
eut	VER:simp	avoir
9	NUM	@card@
/	PUN	/
3	NUM	@card@
et	KON	et
tout	PRO:IND	tout
continua	VER:simp	continuer
comme	ADV	comme
ça	PRO:DEM	cela
<segmentation/>
le	DET:ART	le
garçon	NOM	garçon
fit	VER:simp	faire
tomber	VER:infi	tomber
le	DET:ART	le
pot	NOM	pot
de	PRP	de
fleurs	NOM	fleur
sur	PRP	sur
une	DET:ART	un
dame	NOM	dame
<segmentation/>
le	DET:ART	le
lendemain	NOM	lendemain
<	ADJ	<
omission	NOM	omission
=	ADJ	=
"	PUN:cit	"
"	PUN:cit	"
sujet	NOM	sujet
"	PUN:cit	"
"	PUN:cit	"
/	PUN	/
>	NOM	>
ne	ADV	ne
fit	VER:simp	faire
pas	ADV	pas
la	DET:ART	le
rédaction	NOM	rédaction
mais	KON	mais
il	PRO:PER	il
y	PRO:PER	y
avait	VER:impf	avoir
une	DET:ART	un
remplaçante	NOM	remplaçant
parce	KON	parce
que	KON	que
le	DET:ART	le
garçon	NOM	garçon
avait	VER:impf	avoir
fait	VER:pper	faire
tomber	VER:infi	tomber
le	DET:ART	le
pot	NOM	pot
de	PRP	de
fleurs	NOM	fleur
sur	PRP	sur
la	DET:ART	le
tête	NOM	tête
de	PRP	de
la	DET:ART	le
maîtresse	NOM	maître|maîtresse
.	SENT	.
