Tous	PRO:IND	tout
les	DET:ART	le
lundis	NOM	lundi
c'	PRO:DEM	ce
est	VER:pres	être
pareil	ADJ	pareil
<segmentation/>
rédaction	NOM	rédaction
<segmentation/>
on	PRO:PER	on
raconte	VER:pres	raconter
tout	PRO:IND	tout
ce	PRO:DEM	ce
qui	PRO:REL	qui
s'	PRO:PER	se
est	VER:pres	être
passé	VER:pper	passer
dimanche	NOM	dimanche
<segmentation/>
mais	KON	mais
un	DET:ART	un
garçon	NOM	garçon
n'	ADV	ne
a	VER:pres	avoir
jamais	ADV	jamais
rien	ADV	rien
à	PRP	à
dire	VER:infi	dire
.	SENT	.
Mais	KON	mais
un	DET:ART	un
jour	NOM	jour
ce	PRO:DEM	ce
garçon	NOM	garçon
a	VER:pres	avoir
eu	VER:pper	avoir
une	DET:ART	un
note	NOM	note
:	PUN	:
10	NUM	@card@
/	PUN	/
10	NUM	@card@
parce	KON	parce
que	KON	que
sa	DET:POS	son
mère	NOM	mère
s'	PRO:PER	se
est	VER:pres	être
coupé	VER:pper	couper
le	DET:ART	le
doigt	NOM	doigt
en	PRP	en
coupant	VER:ppre	couper
le	DET:ART	le
beefsteak	NOM	beefsteak
...	PUN	...
Et	NAM	Et
il	PRO:PER	il
a	VER:pres	avoir
mis	VER:pper	mettre
un	DET:ART	un
vase	NOM	vase
en	PRP	en
équilibre	NOM	équilibre
et	KON	et
dit	VER:pper	dire
:	PUN	:
"	PUN:cit	"
avec	PRP	avec
un	DET:ART	un
peu	ADV	peu
de	PRP	de
chance	NOM	chance
il	PRO:PER	il
tombera	VER:futu	tomber
sur	PRP	sur
un	DET:ART	un
passant	NOM	passant
"	PUN:cit	"
.	SENT	.
