C'	PRO:DEM	ce
est	VER:pres	être
l'	DET:ART	le
histoire	NOM	histoire
d'	PRP	de
un	DET:ART	un
enfant	NOM	enfant
qui	PRO:REL	qui
a	VER:pres	avoir
des	PRP:det	du
rédactions	NOM	rédaction
à	PRP	à
l'	DET:ART	le
école	NOM	école
et	KON	et
la	DET:ART	le
première	NUM	premier
fois	NOM	foi|fois
qu'	PRO:REL	que
il	PRO:PER	il
a	VER:pres	avoir
fait	VER:pper	faire
une	DET:ART	un
rédaction	NOM	rédaction
sa	DET:POS	son
maitresse	NOM	maitresse
a	VER:pres	avoir
marqué	VER:pper	marquer
:	PUN	:
«	PUN:cit	«
insuffisant	ADJ	insuffisant
»	PUN:cit	»
mais	KON	mais
la	DET:ART	le
deuxième	NUM	deuxième
fois	NOM	foi|fois
le	DET:ART	le
dimanche	NOM	dimanche
,	PUN	,
il	PRO:PER	il
s'	PRO:PER	se
est	VER:pres	être
passé	VER:pper	passer
quelque	PRO:IND	quelque
chose	NOM	chose
<segmentation/>
sa	DET:POS	son
mère	NOM	mère
s'	PRO:PER	se
est	VER:pres	être
fait	VER:pper	faire
mal	ADV	mal
au	PRP:det	au
doigt	NOM	doigt
en	PRP	en
coupant	VER:ppre	couper
le	DET:ART	le
gigot	NOM	gigot
.	SENT	.
Et	KON	et
il	PRO:PER	il
a	VER:pres	avoir
marqué	VER:pper	marquer
ça	PRO:DEM	cela
pour	PRP	pour
sa	DET:POS	son
rédaction	NOM	rédaction
.	SENT	.
Et	KON	et
puis	ADV	puis
il	PRO:PER	il
a	VER:pres	avoir
eu	VER:pper	avoir
10	NUM	@card@
sur	PRP	sur
10.	PRO:DEM	@ord@
Il	NOM	Il
avait	VER:impf	avoir
compris	VER:pper	comprendre
<segmentation/>
il	PRO:PER	il
fallait	VER:impf	falloir
qu'	KON	que
il	PRO:PER	il
se	PRO:PER	se
passe	VER:pres	passer
quelque	PRO:IND	quelque
chose	NOM	chose
qui	PRO:REL	qui
ne	ADV	ne
se	PRO:PER	se
passe	VER:pres	passer
pas	ADV	pas
souvent	ADV	souvent
alors	ADV	alors
il	PRO:PER	il
s'	PRO:PER	se
est	VER:pres	être
mis	VER:pper	mettre
à	PRP	à
faire	VER:infi	faire
plein	ADJ	plein
de	PRP	de
bêtises	NOM	bêtise
comme	KON	comme
faire	VER:infi	faire
tenir	VER:infi	tenir
un	DET:ART	un
pot	NOM	pot
de	PRP	de
fleurs	NOM	fleur
en	PRP	en
équilibre	NOM	équilibre
.	SENT	.
Et	KON	et
évidemment	ADV	évidemment
le	DET:ART	le
pot	NOM	pot
de	PRP	de
fleurs	NOM	fleur
est	VER:pres	être
tombé	VER:pper	tomber
sur	PRP	sur
la	DET:ART	le
tête	NOM	tête
d'	PRP	de
une	DET:ART	un
dame	NOM	dame
et	KON	et
cette	PRO:DEM	ce
dame	VER:subp	damer
c'	PRO:DEM	ce
était	VER:impf	être
sa	DET:POS	son
maîtresse	NOM	maître|maîtresse
.	SENT	.
