Hier	ADV	hier
j'	PRO:PER	je
ai	VER:pres	avoir
fait	VER:pper	faire
une	DET:ART	un
rédaction	NOM	rédaction
du	PRP:det	du
dimanche	NOM	dimanche
.	SENT	.
Mais	KON	mais
,	PUN	,
seulement	ADV	seulement
le	DET:ART	le
dimanche	NOM	dimanche
il	PRO:PER	il
ne	ADV	ne
se	PRO:PER	se
passe	VER:pres	passer
rien	ADV	rien
,	PUN	,
je	PRO:PER	je
vais	VER:pres	aller
chez	PRP	chez
papi	NOM	papi
et	KON	et
mamie	NOM	mamie
puis	ADV	puis
je	PRO:PER	je
mange	VER:pres	manger
puis	ADV	puis
je	PRO:PER	je
fais	VER:pres	faire
rien	ADV	rien
puis	ADV	puis
je	PRO:PER	je
mange	VER:pres	manger
et	KON	et
voilà	ADV	voilà
.	SENT	.
Alors	ADV	alors
la	DET:ART	le
maitresse	NOM	maitresse
a	VER:pres	avoir
dit	VER:pper	dire
que	KON	que
c'	PRO:DEM	ce
était	VER:impf	être
insuffisant	ADJ	insuffisant
et	KON	et
même	ADV	même
une	DET:ART	un
fois	NOM	foi|fois
j'	PRO:PER	je
ai	VER:pres	avoir
eu	VER:pper	avoir
un	DET:ART	un
zéro	NOM	zéro
.	SENT	.
Mais	KON	mais
ce	PRO:DEM	ce
dimanche	NOM	dimanche
-là	ADV	là
maman	NOM	maman
s'	PRO:PER	se
est	VER:pres	être
coupé	VER:pper	couper
le	DET:ART	le
doigt	NOM	doigt
en	PRP	en
coupant	VER:ppre	couper
le	DET:ART	le
gigot	NOM	gigot
et	KON	et
j'	PRO:PER	je
ai	VER:pres	avoir
eu	VER:pper	avoir
sept	NUM	sept
sur	PRP	sur
dix	NUM	dix
alors	KON	alors
j'	PRO:PER	je
ai	VER:pres	avoir
compris	VER:pper	comprendre
qu'	KON	que
il	PRO:PER	il
fallait	VER:impf	falloir
qu'	KON	que
il	PRO:PER	il
se	PRO:PER	se
passe	VER:pres	passer
quelque	PRO:IND	quelque
chose	NOM	chose
.	SENT	.
Alors	ADV	alors
dimanche	NOM	dimanche
j'	PRO:PER	je
ai	VER:pres	avoir
poussé	VER:pper	pousser
ma	DET:POS	mon
soeur	NOM	sœur
dans	PRP	dans
l'	DET:ART	le
escalier	NOM	escalier
et	KON	et
elle	PRO:PER	elle
est	VER:pres	être
allée	VER:pper	aller
à	PRP	à
l'	DET:ART	le
hôpital	NOM	hôpital
alors	ADV	alors
j'	PRO:PER	je
ai	VER:pres	avoir
eu	VER:pper	avoir
9	NUM	@card@
sur	PRP	sur
10	NUM	@card@
<segmentation/>
dimanche	NOM	dimanche
j'	PRO:PER	je
ai	VER:pres	avoir
mis	VER:pper	mettre
un	DET:ART	un
pot	NOM	pot
de	PRP	de
fleurs	NOM	fleur
au	PRP:det	au
bord	NOM	bord
de	PRP	de
la	DET:ART	le
fenêtre	NOM	fenêtre
pour	PRP	pour
qu'	PRO:REL	que
il	PRO:PER	il
tombe	VER:pres	tomber
sur	PRP	sur
quelqu'un	PRO:IND	quelqu'un
et	KON	et
bien	ADV	bien
sûr	ADJ	sûr
il	PRO:PER	il
est	VER:pres	être
tombé	VER:pper	tomber
sur	PRP	sur
la	DET:ART	le
tête	NOM	tête
de	PRP	de
quelqu'un	PRO:IND	quelqu'un
...	PUN	...
