Léon	NAM	Léon
devait	VER:impf	devoir
raconter	VER:infi	raconter
les	DET:ART	le
dimanches	NOM	dimanche
.	SENT	.
Mais	KON	mais
Léon	NAM	Léon
ne	ADV	ne
faisait	VER:impf	faire
rien	ADV	rien
les	DET:ART	le
dimanches	NOM	dimanche
.	SENT	.
Il	PRO:PER	il
allait	VER:impf	aller
chez	PRP	chez
ses	DET:POS	son
grands-parents	NOM	grands-parents
et	KON	et
ne	ADV	ne
faisait	VER:impf	faire
rien	ADV	rien
<segmentation/>
il	PRO:PER	il
mange	VER:pres	manger
et	KON	et
il	PRO:PER	il
ne	ADV	ne
fait	VER:pres	faire
rien	ADV	rien
<segmentation/>
il	PRO:PER	il
remange	VER:pres	remanger
et	KON	et
il	PRO:PER	il
fait	VER:pres	faire
<omission type=""complément""/>
.	SENT	.
La	DET:ART	le
première	NUM	premier
fois	NOM	foi|fois
il	PRO:PER	il
a	VER:pres	avoir
eu	VER:pper	avoir
"	PUN:cit	"
"	PUN:cit	"
faux	NOM	fau|faux
"	PUN:cit	"
"	PUN:cit	"
<segmentation/>
la	DET:ART	le
deuxième	NUM	deuxième
fois	NOM	foi|fois
il	PRO:PER	il
a	VER:pres	avoir
eu	VER:pper	avoir
zéro	NOM	zéro
.	SENT	.
Heureusement	ADV	heureusement
un	DET:ART	un
dimanche	NOM	dimanche
sa	DET:POS	son
mère	NOM	mère
se	PRO:PER	se
coupa	VER:simp	couper
le	DET:ART	le
doigt	NOM	doigt
en	PRP	en
coupant	VER:ppre	couper
un	DET:ART	un
rôti	NOM	rôti
.	SENT	.
Le	DET:ART	le
lendemain	NOM	lendemain
il	PRO:PER	il
a	VER:pres	avoir
eu	VER:pper	avoir
"	PUN:cit	"
"	PUN:cit	"
très	ADV	très
bien	ADV	bien
"	PUN:cit	"
"	PUN:cit	"
.	SENT	.
Léon	NAM	Léon
comprit	VER:simp	comprendre
<segmentation/>
dimanche	NOM	dimanche
il	PRO:PER	il
poussa	VER:simp	pousser
sa	DET:POS	son
petite	ADJ	petit
soeur	NOM	sœur
dans	PRP	dans
l'	DET:ART	le
escalier	NOM	escalier
<segmentation/>
il	PRO:PER	il
a	VER:pres	avoir
eu	VER:pper	avoir
9	NUM	@card@
/	PUN	/
10	NUM	@card@
<segmentation/>
l'	DET:ART	le
autre	ADJ	autre
dimanche	NOM	dimanche
il	PRO:PER	il
a	VER:pres	avoir
mélangé	VER:pper	mélanger
le	DET:ART	le
produit	NOM	produit
de	PRP	de
vaisselle	NOM	vaisselle
dans	PRP	dans
le	DET:ART	le
lait	NOM	lait
<segmentation/>
heureusement	ADV	heureusement
son	DET:POS	son
père	NOM	père
<unsure>
fait	VER:pres	faire
|	NOM	|
faillit	VER:pres	faillir
</unsure>
<nonfini/>
