Il	PRO:PER	il
était	VER:impf	être
une	DET:ART	un
fois	NOM	foi|fois
Léon	NAM	Léon
<segmentation/>
<omission type=""sujet"">
faisait	VER:impf	faire
plein	ADJ	plein
de	PRP	de
bêtises	NOM	bêtise
<segmentation/>
tous	PRO:IND	tout
les	DET:ART	le
lundis	NOM	lundi
il	PRO:PER	il
devait	VER:impf	devoir
raconter	VER:infi	raconter
ses	DET:POS	son
dimanches	NOM	dimanche
,	PUN	,
le	DET:ART	le
premier	NUM	premier
jour	NOM	jour
il	PRO:PER	il
n'	ADV	ne
écrit	VER:pres	écrire
rien	ADV	rien
sur	PRP	sur
la	DET:ART	le
feuille	NOM	feuille
,	PUN	,
le	DET:ART	le
deuxième	NUM	deuxième
jour	NOM	jour
il	PRO:PER	il
raconta	VER:simp	raconter
que	KON	que
sa	DET:POS	son
mère	NOM	mère
s'	PRO:PER	se
est	VER:pres	être
coupé	VER:pper	couper
le	DET:ART	le
doigt	NOM	doigt
<segmentation/>
le	DET:ART	le
troisième	NUM	troisième
jour	NOM	jour
il	PRO:PER	il
a	VER:pres	avoir
poussé	VER:pper	pousser
sa	DET:POS	son
soeur	NOM	sœur
dans	PRP	dans
les	DET:ART	le
escaliers	NOM	escalier
et	KON	et
sa	DET:POS	son
soeur	NOM	sœur
va	VER:pres	aller
l'	DET:ART	le
hôpital	NOM	hôpital
<segmentation/>
le	DET:ART	le
quatrième	NUM	quatrième
jour	NOM	jour
il	PRO:PER	il
a	VER:pres	avoir
mis	VER:pper	mettre
un	DET:ART	un
pot	NOM	pot
de	PRP	de
fleurs	NOM	fleur
en	PRP	en
équilibre	NOM	équilibre
sur	PRP	sur
le	DET:ART	le
rebord	NOM	rebord
de	PRP	de
la	DET:ART	le
fenêtre	NOM	fenêtre
et	KON	et
tout	ADV	tout
d'	PRP	de
un	DET:ART	un
coup	NOM	coup
il	PRO:PER	il
entendit	VER:simp	entendre
un	DET:ART	un
bruit	NOM	bruit
<segmentation/>
il	PRO:PER	il
n'	ADV	ne
avait	VER:impf	avoir
pas	ADV	pas
vu	VER:pper	voir
car	KON	car
il	PRO:PER	il
était	VER:impf	être
aux	PRP:det	au
toilettes	NOM	toilette
,	PUN	,
et	KON	et
le	DET:ART	le
lendemain	NOM	lendemain
la	DET:ART	le
maitresse	NOM	maitresse
n'	ADV	ne
était	VER:impf	être
pas	ADV	pas
là	ADV	là
.	SENT	.
