Tous	PRO:IND	tout
les	DET:ART	le
lundis	NOM	lundi
Léon	NAM	Léon
a	VER:pres	avoir
rédaction	NOM	rédaction
<segmentation/>
mais	KON	mais
tous	PRO:IND	tout
les	DET:ART	le
week-ends	NOM	week-end
il	PRO:PER	il
ne	ADV	ne
fait	VER:pres	faire
rien	ADV	rien
et	KON	et
il	PRO:PER	il
doit	VER:pres	devoir
raconter	VER:infi	raconter
ce	PRO:DEM	ce
qui	PRO:REL	qui
s'	PRO:PER	se
est	VER:pres	être
passé	VER:pper	passer
le	DET:ART	le
week-end	NOM	week-end
mais	KON	mais
il	PRO:PER	il
ne	ADV	ne
fait	VER:pres	faire
rien	ADV	rien
le	DET:ART	le
week-end	NOM	week-end
<segmentation/>
il	PRO:PER	il
n'	ADV	ne
a	VER:pres	avoir
que	ADV	que
des	PRP:det	du
mauvaises	ADJ	mauvais
notes	NOM	note
<segmentation/>
une	DET:ART	un
fois	NOM	foi|fois
il	PRO:PER	il
pousse	VER:pres	pousser
sa	DET:POS	son
soeur	NOM	sœur
dans	PRP	dans
les	DET:ART	le
escaliers	NOM	escalier
et	KON	et
il	PRO:PER	il
a	VER:pres	avoir
une	DET:ART	un
bonne	ADJ	bon
note	VER:pres	noter
<segmentation/>
une	DET:ART	un
fois	NOM	foi|fois
son	DET:POS	son
père	NOM	père
a	VER:pres	avoir
failli	VER:pper	faillir
mourir	VER:infi	mourir
empoissonné	VER:pper	empoissonner
et	KON	et
il	PRO:PER	il
a	VER:pres	avoir
eu	VER:pper	avoir
une	DET:ART	un
bonne	ADJ	bon
note	NOM	note
et	KON	et
il	PRO:PER	il
a	VER:pres	avoir
une	DET:ART	un
idée	NOM	idée
exceptionnelle	ADJ	exceptionnel
<segmentation/>
il	PRO:PER	il
fait	VER:pres	faire
pencher	VER:infi	pencher
un	DET:ART	un
vase	NOM	vase
sur	PRP	sur
sa	DET:POS	son
fenêtre	NOM	fenêtre
en	PRO:PER	en
espérant	VER:ppre	espérer
que	KON	que
ça	PRO:DEM	cela
tombe	VER:pres	tomber
sur	PRP	sur
une	DET:ART	un
personne	NOM	personne
<segmentation/>
le	DET:ART	le
vase	NOM	vase
tombe	VER:pres	tomber
sur	PRP	sur
une	DET:ART	un
personne	NOM	personne
et	KON	et
il	PRO:PER	il
va	VER:pres	aller
à	PRP	à
l'	DET:ART	le
école	NOM	école
et	KON	et
sa	DET:POS	son
maîtresse	NOM	maître|maîtresse
n'	ADV	ne
est	VER:pres	être
pas	ADV	pas
là	ADV	là
<segmentation/>
dommage	NOM	dommage
il	PRO:PER	il
n'	ADV	ne
a	VER:pres	avoir
plus	ADV	plus
rédaction	NOM	rédaction
<segmentation/>
il	PRO:PER	il
aurait	VER:cond	avoir
pu	VER:pper	pouvoir
avoir	VER:infi	avoir
une	DET:ART	un
très	ADV	très
bonne	ADJ	bon
note	NOM	note
<segmentation/>
ils	PRO:PER	il
ont	VER:pres	avoir
conjugaison	NOM	conjugaison
à	PRP	à
la	DET:ART	le
place	NOM	place
et	KON	et
c'	PRO:DEM	ce
est	VER:pres	être
beaucoup	ADV	beaucoup
plus	ADV	plus
facile	ADJ	facile
.	SENT	.
