Lundi	NOM	lundi
Léon	NAM	Léon
doit	VER:pres	devoir
raconter	VER:infi	raconter
son	DET:POS	son
dimanche	NOM	dimanche
mais	KON	mais
il	PRO:PER	il
ne	ADV	ne
fait	VER:pres	faire
rien	ADV	rien
.	SENT	.
Un	DET:ART	un
dimanche	NOM	dimanche
sa	DET:POS	son
maman	NOM	maman
s'	PRO:PER	se
était	VER:impf	être
coupé	VER:pper	couper
le	DET:ART	le
doigt	NOM	doigt
et	KON	et
il	PRO:PER	il
a	VER:pres	avoir
eu	VER:pper	avoir
9	NUM	@card@
sur	PRP	sur
10.	DET:POS	@ord@
Et	NOM	Et
il	PRO:PER	il
comprit	VER:simp	comprendre
qu'	KON	que
il	PRO:PER	il
<nonfini/>
