Léon	NAM	Léon
a	VER:pres	avoir
eu	VER:pper	avoir
0	NUM	@card@
en	PRP	en
rédaction	NOM	rédaction
.	SENT	.
Il	PRO:PER	il
n'	ADV	ne
est	VER:pres	être
pas	ADV	pas
trop	ADV	trop
content	ADJ	content
.	SENT	.
Le	DET:ART	le
week-end	NOM	week-end
prochain	ADJ	prochain
sa	DET:POS	son
mère	NOM	mère
s'	PRO:PER	se
est	VER:pres	être
ouvert	VER:pper	ouvrir
le	DET:ART	le
doigt	NOM	doigt
.	SENT	.
Du	PRP:det	du
coup	NOM	coup
il	PRO:PER	il
raconta	VER:simp	raconter
à	PRP	à
sa	DET:POS	son
classe	NOM	classe
ce	PRO:DEM	ce
qui	PRO:REL	qui
s'	PRO:PER	se
est	VER:pres	être
passé	VER:pper	passer
.	SENT	.
Et	KON	et
il	PRO:PER	il
a	VER:pres	avoir
eu	VER:pper	avoir
9	NUM	@card@
/	PUN	/
10.	INT	@ord@
Léon	NAM	Léon
était	VER:impf	être
très	ADV	très
content	ADJ	content
.	SENT	.
Du	PRP:det	du
coup	NOM	coup
le	DET:ART	le
dimanche	NOM	dimanche
il	PRO:PER	il
a	VER:pres	avoir
poussé	VER:pper	pousser
sa	DET:POS	son
soeur	NOM	sœur
dans	PRP	dans
l'	DET:ART	le
escalier	NOM	escalier
.	SENT	.
Il	PRO:PER	il
a	VER:pres	avoir
eu	VER:pper	avoir
9	NUM	@card@
,	PUN	,
5	NUM	@card@
/	PUN	/
10	NUM	@card@
<segmentation/>
le	DET:ART	le
dimanche	NOM	dimanche
prochain	ADJ	prochain
sa	DET:POS	son
maîtresse	NOM	maître|maîtresse
s'	PRO:PER	se
est	VER:pres	être
ouvert	VER:pper	ouvrir
le	DET:ART	le
crâne	NOM	crâne
avec	PRP	avec
un	DET:ART	un
pot	NOM	pot
de	PRP	de
fleurs	NOM	fleur
<segmentation/>
du	PRP:det	du
coup	NOM	coup
ils	PRO:PER	il
ont	VER:pres	avoir
une	DET:ART	un
remplaçante	NOM	remplaçant
<segmentation/>
à	PRP	à
la	DET:ART	le
place	NOM	place
de	PRP	de
faire	VER:infi	faire
de	PRP	de
la	DET:ART	le
rédaction	NOM	rédaction
on	PRO:PER	on
faisait	VER:impf	faire
de	PRP	de
la	DET:ART	le
conjugaison	NOM	conjugaison
.	SENT	.
C'	PRO:DEM	ce
était	VER:impf	être
beaucoup	ADV	beaucoup
mieux	ADV	mieux
que	KON	que
la	DET:ART	le
rédaction	NOM	rédaction
.	SENT	.
