La	DET:ART	le
maîtresse	NOM	maître|maîtresse
,	PUN	,
le	DET:ART	le
lundi	NOM	lundi
,	PUN	,
dit	VER:pper	dire
à	PRP	à
ses	DET:POS	son
élèves	NOM	élève
de	PRP	de
raconter	VER:infi	raconter
leur	DET:POS	leur
dimanche	NOM	dimanche
<segmentation/>
Léo	NAM	Léo
n'	ADV	ne
a	VER:pres	avoir
rien	ADV	rien
à	PRP	à
dire	VER:infi	dire
<segmentation/>
un	DET:ART	un
jour	NOM	jour
il	PRO:PER	il
a	VER:pres	avoir
eu	VER:pper	avoir
l'	DET:ART	le
idée	NOM	idée
de	PRP	de
mettre	VER:infi	mettre
le	DET:ART	le
pot	NOM	pot
de	PRP	de
fleurs	NOM	fleur
sur	PRP	sur
son	DET:POS	son
balcon	NOM	balcon
pour	KON	pour
que	KON	que
ça	PRO:DEM	cela
tombe	VER:pres	tomber
sur	PRP	sur
la	DET:ART	le
tête	NOM	tête
de	PRP	de
quelqu'un	PRO:IND	quelqu'un
<segmentation/>
le	DET:ART	le
lendemain	NOM	lendemain
la	DET:ART	le
maîtresse	NOM	maître|maîtresse
n'	ADV	ne
est	VER:pres	être
pas	ADV	pas
là	ADV	là
<segmentation/>
elle	PRO:PER	elle
est	VER:pres	être
à	PRP	à
l'	DET:ART	le
hôpital	NOM	hôpital
<segmentation/>
elle	PRO:PER	elle
a	VER:pres	avoir
un	DET:ART	un
bleu	NOM	bleu
sur	PRP	sur
sa	DET:POS	son
tête	NOM	tête
.	SENT	.
