Le	DET:ART	le
lundi	NOM	lundi
Léon	NAM	Léon
doit	VER:pres	devoir
raconter	VER:infi	raconter
son	DET:POS	son
dimanche	NOM	dimanche
.	SENT	.
Mais	KON	mais
Léon	NAM	Léon
ne	ADV	ne
fait	VER:pres	faire
jamais	ADV	jamais
rien	ADV	rien
.	SENT	.
Il	PRO:PER	il
a	VER:pres	avoir
poussé	VER:pper	pousser
sa	DET:POS	son
soeur	NOM	sœur
dans	PRP	dans
les	DET:ART	le
escaliers	NOM	escalier
mais	KON	mais
ce	PRO:DEM	ce
dimanche	NOM	dimanche
-là	ADV	là
il	PRO:PER	il
a	VER:pres	avoir
fait	VER:pper	faire
tomber	VER:infi	tomber
un	DET:ART	un
pot	NOM	pot
de	PRP	de
fleurs	NOM	fleur
et	KON	et
<omission type=""sujet""/>
<omission type=""auxiliaire""/>
tombé	VER:pper	tomber
sur	PRP	sur
la	DET:ART	le
tête	NOM	tête
de	PRP	de
la	DET:ART	le
maitresse	NOM	maitresse
.	SENT	.
Elle	PRO:PER	elle
a	VER:pres	avoir
été	VER:pper	être
remplacée	VER:pper	remplacer
par	PRP	par
une	DET:ART	un
autre	ADJ	autre
maitresse	NOM	maitresse
.	SENT	.
Ils	PRO:PER	il
ont	VER:pres	avoir
fait	VER:pper	faire
de	PRP	de
la	DET:ART	le
conjugaison	NOM	conjugaison
.	SENT	.
