Il	PRO:PER	il
était	VER:impf	être
une	DET:ART	un
fois	NOM	foi|fois
un	DET:ART	un
jeune	ADJ	jeune
garçon	NOM	garçon
qui	PRO:REL	qui
s'	PRO:PER	se
appelait	VER:impf	appeler
Léon	NAM	Léon
.	SENT	.
À	PRP	à
l'	DET:ART	le
école	NOM	école
la	DET:ART	le
maitresse	NOM	maitresse
lui	PRO:PER	lui
demandait	VER:impf	demander
de	PRP	de
raconter	VER:infi	raconter
ce	PRO:DEM	ce
qu'	PRO:REL	que
il	PRO:PER	il
avait	VER:impf	avoir
fait	VER:pper	faire
le	DET:ART	le
dimanche	NOM	dimanche
.	SENT	.
Le	DET:ART	le
problème	NOM	problème
c'	PRO:DEM	ce
est	VER:pres	être
qu'	KON	que
il	PRO:PER	il
ne	ADV	ne
se	PRO:PER	se
passe	VER:pres	passer
rien	ADV	rien
.	SENT	.
Il	PRO:PER	il
va	VER:pres	aller
chez	PRP	chez
ses	DET:POS	son
grands-parents	NOM	grands-parents
le	DET:ART	le
dimanche	NOM	dimanche
.	SENT	.
Il	PRO:PER	il
mange	VER:pres	manger
<segmentation/>
après	KON	après
il	PRO:PER	il
ne	ADV	ne
fait	VER:pres	faire
rien	ADV	rien
<segmentation/>
puis	ADV	puis
il	PRO:PER	il
remange	VER:pres	remanger
et	KON	et
voilà	ADV	voilà
sa	DET:POS	son
journée	NOM	journée
du	PRP:det	du
dimanche	NOM	dimanche
.	SENT	.
La	DET:ART	le
première	NUM	premier
fois	NOM	foi|fois
qu'	PRO:REL	que
il	PRO:PER	il
raconta	VER:simp	raconter
ça	PRO:DEM	cela
à	PRP	à
la	DET:ART	le
maitresse	NOM	maitresse
<segmentation/>
il	PRO:PER	il
eut	VER:simp	avoir
0	NUM	@card@
/	PUN	/
10	NUM	@card@
mais	KON	mais
l'	DET:ART	le
autre	ADJ	autre
dimanche	NOM	dimanche
sa	DET:POS	son
mère	NOM	mère
se	PRO:PER	se
coupa	VER:simp	couper
le	DET:ART	le
doigt	NOM	doigt
en	PRP	en
coupant	VER:ppre	couper
le	DET:ART	le
gigot	NOM	gigot
.	SENT	.
Alors	ADV	alors
il	PRO:PER	il
le	PRO:PER	le
raconta	VER:simp	raconter
et	KON	et
il	PRO:PER	il
eut	VER:simp	avoir
9	NUM	@card@
/	PUN	/
10	NUM	@card@
<segmentation/>
l'	DET:ART	le
autre	ADJ	autre
dimanche	NOM	dimanche
il	PRO:PER	il
poussa	VER:simp	pousser
sa	DET:POS	son
soeur	NOM	sœur
dans	PRP	dans
l'	DET:ART	le
escalier	NOM	escalier
et	KON	et
fut	VER:simp	être
emmenée	VER:pper	emmener
à	PRP	à
l'	DET:ART	le
hôpital	NOM	hôpital
et	KON	et
il	PRO:PER	il
eut	VER:simp	avoir
9	NUM	@card@
,	PUN	,
5	NUM	@card@
/	PUN	/
10.	VER:ppre	@ord@
L'	DET:ART	le
autre	ADJ	autre
dimanche	NOM	dimanche
il	PRO:PER	il
inonda	VER:simp	inonder
l'	DET:ART	le
appartement	NOM	appartement
des	PRP:det	du
voisins	NOM	voisin
<segmentation/>
il	PRO:PER	il
eut	VER:simp	avoir
7	NUM	@card@
/	PUN	/
10.	VER:ppre	@ord@
L'	DET:ART	le
autre	ADJ	autre
dimanche	NOM	dimanche
il	PRO:PER	il
mit	VER:simp	mettre
un	DET:ART	un
pot	NOM	pot
de	PRP	de
fleurs	NOM	fleur
en	PRP	en
équilibre	NOM	équilibre
en	PRP	en
espérant	VER:ppre	espérer
qu'	KON	que
il	PRO:PER	il
tombe	VER:pres	tomber
sur	PRP	sur
la	DET:ART	le
tête	NOM	tête
d'	PRP	de
un	DET:ART	un
passant	VER:ppre	passer
et	KON	et
ça	PRO:DEM	cela
a	VER:pres	avoir
marché	VER:pper	marcher
sauf	PRP	sauf
qu'	PRO:REL	que
il	PRO:PER	il
était	VER:impf	être
aux	PRP:det	au
WC	NAM	WC
.	SENT	.
Le	DET:ART	le
lendemain	NOM	lendemain
il	PRO:PER	il
y	PRO:PER	y
avait	VER:impf	avoir
une	DET:ART	un
remplaçante	NOM	remplaçant
.	SENT	.
