Léon	NAM	Léon
en	PRO:PER	en
a	VER:pres	avoir
marre	ADV	marre
de	PRP	de
faire	VER:infi	faire
de	PRP	de
la	DET:ART	le
rédaction	NOM	rédaction
.	SENT	.
Léon	NAM	Léon
s'	PRO:PER	se
ennuie	VER:pres	ennuyer
<segmentation/>
il	PRO:PER	il
mange	VER:pres	manger
<segmentation/>
il	PRO:PER	il
s'	PRO:PER	se
ennuie	VER:pres	ennuyer
<segmentation/>
il	PRO:PER	il
mange	VER:pres	manger
et	KON	et
puis	ADV	puis
c'	PRO:DEM	ce
est	VER:pres	être
l'	DET:ART	le
heure	NOM	heure
.	SENT	.
Léon	NAM	Léon
a	VER:pres	avoir
trouvé	VER:pper	trouver
une	DET:ART	un
idée	NOM	idée
pour	PRP	pour
la	DET:ART	le
rédaction	NOM	rédaction
.	SENT	.
Il	PRO:PER	il
fait	VER:pres	faire
plein	ADJ	plein
de	PRP	de
bêtises	NOM	bêtise
<segmentation/>
il	PRO:PER	il
pousse	VER:pres	pousser
sa	DET:POS	son
soeur	NOM	sœur
dans	PRP	dans
les	DET:ART	le
escaliers	NOM	escalier
<segmentation/>
Il	NAM	Il
met	VER:pres	mettre
de	PRP	de
la	DET:ART	le
poudre	NOM	poudre
dans	PRP	dans
le	DET:ART	le
lait	NOM	lait
en	PRP	en
poudre	NOM	poudre
,	PUN	,
il	PRO:PER	il
met	VER:pres	mettre
un	DET:ART	un
pot	NOM	pot
de	PRP	de
fleurs	NOM	fleur
sur	PRP	sur
le	DET:ART	le
rebord	NOM	rebord
de	PRP	de
la	DET:ART	le
fenêtre	NOM	fenêtre
et	KON	et
il	PRO:PER	il
attend	VER:pres	attendre
que	KON	que
quelqu'un	PRO:IND	quelqu'un
passe	VER:pres	passer
et	KON	et
ça	PRO:DEM	cela
a	VER:pres	avoir
marché	VER:pper	marcher
<segmentation/>
une	DET:ART	un
dame	NOM	dame
est	VER:pres	être
passé	VER:pper	passer
en	PRP	en
dessous	ADV	dessous
.	SENT	.
Ils	PRO:PER	il
l'	PRO:PER	la|le
ont	VER:pres	avoir
emmenée	VER:pper	emmener
chez	PRP	chez
la	DET:ART	le
concierge	NOM	concierge
et	KON	et
on	PRO:PER	on
a	VER:pres	avoir
entendu	VER:pper	entendre
l'	DET:ART	le
ambulance	NOM	ambulance
.	SENT	.
Le	DET:ART	le
lendemain	NOM	lendemain
à	PRP	à
l'	DET:ART	le
école	NOM	école
il	PRO:PER	il
a	VER:pres	avoir
eu	VER:pper	avoir
une	DET:ART	un
idée	NOM	idée
pour	PRP	pour
la	DET:ART	le
rédaction	NOM	rédaction
.	SENT	.
Mais	KON	mais
il	PRO:PER	il
y	PRO:PER	y
avait	VER:impf	avoir
une	DET:ART	un
remplaçante	NOM	remplaçant
.	SENT	.
Son	DET:POS	son
idée	NOM	idée
pour	PRP	pour
la	DET:ART	le
rédaction	NOM	rédaction
ne	ADV	ne
servait	VER:impf	servir
à	PRP	à
rien	NOM	rien
.	SENT	.
