Tous	PRO:IND	tout
les	DET:ART	le
lundis	NOM	lundi
Léon	NAM	Léon
avait	VER:impf	avoir
rédaction	NOM	rédaction
et	KON	et
il	PRO:PER	il
devait	VER:impf	devoir
raconter	VER:infi	raconter
son	DET:POS	son
dimanche	NOM	dimanche
sauf	PRP	sauf
qu'	PRO:REL	que
il	PRO:PER	il
ne	ADV	ne
se	PRO:PER	se
passait	VER:impf	passer
rien	ADV	rien
<segmentation/>
il	PRO:PER	il
mangeait	VER:impf	manger
,	PUN	,
il	PRO:PER	il
dormait	VER:impf	dormir
et	KON	et
il	PRO:PER	il
mangeait	VER:impf	manger
.	SENT	.
Hier	ADV	hier
sa	DET:POS	son
mère	NOM	mère
s'	PRO:PER	se
est	VER:pres	être
coupé	VER:pper	couper
le	DET:ART	le
pouce	NOM	pouce
.	SENT	.
Il	PRO:PER	il
a	VER:pres	avoir
raconté	VER:pper	raconter
ça	PRO:DEM	cela
et	KON	et
il	PRO:PER	il
eut	VER:simp	avoir
un	DET:ART	un
10	NUM	@card@
/	PUN	/
10	NUM	@card@
<segmentation/>
depuis	PRP	depuis
ce	PRO:DEM	ce
jour	NOM	jour
-là	ADV	là
Léon	NAM	Léon
a	VER:pres	avoir
compris	VER:pper	comprendre
qu'	KON	que
il	PRO:PER	il
fallait	VER:impf	falloir
qu'	KON	que
il	PRO:PER	il
se	PRO:PER	se
passe	VER:pres	passer
quelque	PRO:IND	quelque
chose	NOM	chose
.	SENT	.
Du	PRP:det	du
coup	NOM	coup
l'	DET:ART	le
autre	ADJ	autre
dimanche	NOM	dimanche
il	PRO:PER	il
a	VER:pres	avoir
poussé	VER:pper	pousser
sa	DET:POS	son
soeur	NOM	sœur
dans	PRP	dans
les	DET:ART	le
escaliers	NOM	escalier
et	KON	et
elle	PRO:PER	elle
est	VER:pres	être
allée	VER:pper	aller
à	PRP	à
l'	DET:ART	le
hôpital	NOM	hôpital
et	KON	et
il	PRO:PER	il
eut	VER:simp	avoir
un	DET:ART	un
9	NUM	@card@
/	PUN	/
10.	VER:ppre	@ord@
L'	DET:ART	le
autre	ADJ	autre
dimanche	NOM	dimanche
il	PRO:PER	il
mit	VER:simp	mettre
un	DET:ART	un
pot	NOM	pot
au	PRP:det	au
bord	NOM	bord
de	PRP	de
la	DET:ART	le
fenêtre	NOM	fenêtre
et	KON	et
il	PRO:PER	il
est	VER:pres	être
tombé	VER:pper	tomber
sur	PRP	sur
une	DET:ART	un
dame	NOM	dame
<segmentation/>
le	DET:ART	le
lendemain	NOM	lendemain
il	PRO:PER	il
y	PRO:PER	y
avait	VER:impf	avoir
une	DET:ART	un
remplaçante	NOM	remplaçant
et	KON	et
à	PRP	à
la	DET:ART	le
place	NOM	place
il	PRO:PER	il
y	PRO:PER	y
avait	VER:impf	avoir
conjugaison	NOM	conjugaison
<segmentation/>
c'	PRO:DEM	ce
était	VER:impf	être
beaucoup	ADV	beaucoup
plus	ADV	plus
facile	ADJ	facile
.	SENT	.
